Coordinates,Amenity
"49.22374910122441, -123.10602551849246",bikeways
"49.22377198949662, -123.14807805557375",bikeways
"49.22380147299846, -123.04109709997758",bikeways
"49.22391233876329, -123.09068962323285",parking
"49.22391846388846, -123.09756090490329",bikeways
"49.223921533290635, -123.17601383645712",bikeways
"49.223941405953646, -123.09093692271918",parking
"49.22401417657456, -123.12093398389977",bikeways
"49.224016945976246, -123.1236642834009",bikeways
"49.22403416000624, -123.05036048135675",bikeways
"49.22403696413311, -123.0410844089628",bikeways
"49.224075, -123.112645",ev_charging
"49.2240938769528, -123.10601408327878",bikeways
"49.22409933556503, -123.08009691556522",bikeways
"49.224207081512034, -123.09093649008288",parking
"49.22420908840498, -123.09068354665571",parking
"49.22422940618861, -123.11656635595918",bikeways
"49.224344851900746, -123.14805568075552",bikeways
"49.22437284051531, -123.09093239945965",parking
"49.22437733162833, -123.07456267520149",bikeways
"49.22439460068955, -123.09754994750281",bikeways
"49.22439475075053, -123.04106518621327",bikeways
"49.22446914621226, -123.09119184214423",parking
"49.22447274604604, -123.09043445918061",parking
"49.2245248, -123.105789",gardens
"49.224541000977794, -123.05033501004495",bikeways
"49.22456774699472, -123.10599839067714",bikeways
"49.224568584419366, -123.09114050968329","parking, parking"
"49.224569651039666, -123.09131619429114",parking
"49.224577614170705, -123.09038681575622",parking
"49.224621078769516, -123.08007714716717",bikeways
"49.224644305588825, -123.09091345051097",parking
"49.2246576195746, -123.04105120566476",bikeways
"49.22468622102539, -123.16492614142217",bikeways
"49.22469458065971, -123.12091266201594",bikeways
"49.22476359309069, -123.09091182901928","parking, parking"
"49.224867, -123.159084",ev_charging
"49.22487054498419, -123.09753921973406",bikeways
"49.22488959446952, -123.1165405476549",bikeways
"49.224914410373486, -123.1759862626318",bikeways
"49.22493644350778, -123.07454127188076",bikeways
"49.22493672558997, -123.04103589419708",bikeways
"49.22494692406553, -123.0906619887229",parking
"49.22504113383491, -123.10598228860589",bikeways
"49.225093, -123.111506",parks
"49.22509539664036, -123.05030657534209",bikeways
"49.22511263549154, -123.08005885544435",bikeways
"49.22513102024775, -123.14802513435166",bikeways
"49.22514133751211, -123.12089828835917",bikeways
"49.22514884931999, -123.07453473947888",bikeways
"49.225191, -123.108305","cultural, cultural, cultural, cultural, cultural"
"49.22530010406748, -123.04415722000002",schools
"49.225315730386946, -123.04101526371366",bikeways
"49.22534341492159, -123.12362082062674",bikeways
"49.225344420739106, -123.09753131377627",bikeways
"49.225472652658304, -123.07452304920102",bikeways
"49.22548218816546, -123.167323265641",bikeways
"49.22551398070144, -123.10596637543715",bikeways
"49.225545491667184, -123.08004483283342",bikeways
"49.2256578480345, -123.11651041907041",bikeways
"49.22566265680222, -123.05027611707776",bikeways
"49.22574768906748, -123.07657409",schools
"49.22579164505863, -123.19110466024307",bikeways
"49.2258207885478, -123.1208755715368",bikeways
"49.225902, -123.056169",ev_charging
"49.22590891265088, -123.17595873610244",bikeways
"49.22591907867718, -123.07450553241758",bikeways
"49.2260811960054, -123.09750639332056",bikeways
"49.22612198387251, -123.0502512722139",bikeways
"49.22613100675577, -123.11694166102907",bikeways
"49.22614580390297, -123.12359440295654",bikeways
"49.226155427829354, -123.11758983074101",bikeways
"49.226176083664384, -123.11814423333405",bikeways
"49.22623317285535, -123.11968002483499",bikeways
"49.22624000159735, -123.04096747763208",bikeways
"49.226247485089075, -123.1059383423799",bikeways
"49.226254763259796, -123.08002232437083",bikeways
"49.226285984681596, -123.09085851757499",parking
"49.22628942685394, -123.19109012632981",bikeways
"49.22629403438241, -123.12131440498813",bikeways
"49.22629429103013, -123.16937570214627",bikeways
"49.22631368233024, -123.12184017275982",bikeways
"49.22632594270626, -123.09061667528468",parking
"49.22632623816322, -123.12218075749607",bikeways
"49.22633284047228, -123.11648351663241",bikeways
"49.22635333737463, -123.12291566713412",bikeways
"49.226374294016026, -123.12348422399367",bikeways
"49.22638237923587, -123.09085685392736",parking
"49.22638691960162, -123.11632486084643",transit
"49.226406104158166, -123.05758354036608",schools
"49.22640704213745, -123.1243714367963",bikeways
"49.226411504363014, -123.14797561822417",bikeways
"49.22646501549199, -123.1259412362946",bikeways
"49.22652334409381, -123.12752105136047",bikeways
"49.226529420187234, -123.05022972490313",bikeways
"49.22655545824708, -123.12176014729641",bikeways
"49.226639579717876, -123.0906292114694",parking
"49.22666033644499, -123.0744762651536",bikeways
"49.226675457264136, -123.1545057915622",bikeways
"49.226754352270355, -123.09062667450709","parking, parking"
"49.22677777224628, -123.11646560007449",bikeways
"49.22685642072611, -123.0906276852493","parking, parking"
"49.22686089109192, -123.09083419051066",parking
"49.22686290658076, -123.0800022626728",bikeways
"49.226886, -123.129085",ev_charging
"49.22690501854835, -123.17593124717708",bikeways
"49.22690693506749, -123.12100426",schools
"49.22693685650171, -123.05020805979531",bikeways
"49.22695487, -123.0448471",ev_charging
"49.22696258659163, -123.09747137146425",bikeways
"49.226973, -123.164155",parks
"49.22702683870682, -123.19106975186133",bikeways
"49.22702762274932, -123.0906223535044",parking
"49.22703120437224, -123.1217438467636",bikeways
"49.227087550664564, -123.17086654851859",bikeways
"49.22711615721119, -123.04660137247627",dog_parks
"49.227140519349206, -123.07203634602995",bikeways
"49.2271476900563, -123.07272855349491",bikeways
"49.22715516454372, -123.07342009751666",bikeways
"49.227162770400476, -123.07411094920108",bikeways
"49.227170836568206, -123.0748037490584",bikeways
"49.22717905543834, -123.07549842632244",bikeways
"49.227181028643244, -123.0799917007634",bikeways
"49.22719677107561, -123.10590050201623",bikeways
"49.22721361145612, -123.09585589038312",schools
"49.22730879981726, -123.14794188305797",bikeways
"49.22731059083295, -123.09034147755784","parking, parking"
"49.22731226855418, -123.0905079708373",parking
"49.227331784625115, -123.09097068246876",parking
"49.227334620345836, -123.091196044281","parking, parking"
"49.22734456620979, -123.05018654159983",bikeways
"49.227392912545056, -123.17152045553506",bikeways
"49.2274099228807, -123.04439061748","cultural, cultural, cultural, cultural, cultural"
"49.22741413359558, -123.09745283160491",bikeways
"49.227414171183554, -123.07583783676954",bikeways
"49.227416394654895, -123.09021288131105","parking, parking"
"49.22741834017783, -123.07167925156435",bikeways
"49.22741835535141, -123.0904318140836",parking
"49.22743172248176, -123.09104997714788",parking
"49.227511633130646, -123.15500368780017",bikeways
"49.22758237059834, -123.0799783842107",bikeways
"49.22758405012169, -123.05918825773098",bikeways
"49.22758824111611, -123.05953780278625",bikeways
"49.22760120929787, -123.06061140985173",bikeways
"49.227612950834, -123.06600546407522",bikeways
"49.227622198701404, -123.06667769064535",bikeways
"49.22763138668073, -123.06734720410793",bikeways
"49.22763262247662, -123.06321478652592",bikeways
"49.22763592, -123.0590162",ev_charging
"49.227640974963336, -123.0680184640467",bikeways
"49.22764919362103, -123.07617521403238",bikeways
"49.22765643611234, -123.06534822791396",bikeways
"49.22765755841559, -123.06909158097777",bikeways
"49.22765810601433, -123.07686585375761",bikeways
"49.22766758263403, -123.07755661341632",bikeways
"49.2276698, -123.058989",ev_charging
"49.22768438006655, -123.07074745238555",bikeways
"49.2276858755455, -123.07893819463844",bikeways
"49.22771039377272, -123.09744004714005",bikeways
"49.227724, -123.057508",parks
"49.227725, -123.119693",parks
"49.227728119334756, -123.07443457959039",bikeways
"49.22773969706114, -123.09082804142453",parking
"49.227774590476734, -123.05016376624224",bikeways
"49.22781101256979, -123.17261977930787",bikeways
"49.22783722506748, -123.05578593","schools, schools"
"49.22787660202989, -123.05906632116563",bikeways
"49.22787744874462, -123.10587409796224",bikeways
"49.227904650142605, -123.09057857800843",parking
"49.22792368142061, -123.1910419293509",bikeways
"49.22794413771075, -123.1759023557897",bikeways
"49.227948232564216, -123.15525960439122",bikeways
"49.22799018553298, -123.02935503511594",schools
"49.227998, -123.04413",parks
"49.228003697934625, -123.09081793587117",parking
"49.22804785468955, -123.04218073368273",bikeways
"49.228059862032325, -123.09742500055538",bikeways
"49.22816101031925, -123.0908137878702",parking
"49.22816812691984, -123.12170449428199",bikeways
"49.22819592312219, -123.15537369456369",bikeways
"49.22821430599278, -123.14791004264636",bikeways
"49.22822664507445, -123.0501400970592",bikeways
"49.228233949110034, -123.09096721572192",parking
"49.228286069735525, -123.09741559207563",bikeways
"49.22832795211525, -123.17395662756812",bikeways
"49.22832941302094, -123.19095481481268",bikeways
"49.228329471620796, -123.1058564882759",bikeways
"49.22832974424091, -123.05905725014507",bikeways
"49.228344952047145, -123.09102250994302",parking
"49.228409915051344, -123.11639989007344",bikeways
"49.22841138478317, -123.0465344857051",bikeways
"49.22841380635327, -123.07995094777925",bikeways
"49.228433918724654, -123.1554505554295",bikeways
"49.228437785709055, -123.04885354517816",bikeways
"49.22845723240303, -123.05089670091253",bikeways
"49.2284700416721, -123.0531463835806",bikeways
"49.228483784192534, -123.0568410065651",bikeways
"49.22850814572262, -123.09056259504513","parking, parking"
"49.22855386506042, -123.15153798760876",schools
"49.228614113682454, -123.09740139838317",bikeways
"49.228626101777536, -123.0454782663947",bikeways
"49.22863305426017, -123.07439962337577",bikeways
"49.22866975124512, -123.090796013333",parking
"49.22867876622158, -123.05011676867086",bikeways
"49.2286884103105, -123.05165384897474",bikeways
"49.22871624792136, -123.05904959053913",bikeways
"49.228767562525356, -123.17509358207607",bikeways
"49.22877666246608, -123.17587907768005",bikeways
"49.228808182062515, -123.09054035713456",parking
"49.22880953095359, -123.09078155932855",parking
"49.228879, -123.1169818","cultural, cultural, cultural, cultural"
"49.22900392957642, -123.1058300388403",bikeways
"49.22904975062336, -123.08015586464337",bikeways
"49.2290544387353, -123.08050243868696",bikeways
"49.22906055845377, -123.08096928806057",bikeways
"49.2290657452434, -123.09738202566666",bikeways
"49.22906655205935, -123.08295520566395",bikeways
"49.22906656010079, -123.08143470174737",bikeways
"49.229070992213444, -123.08178035699649",bikeways
"49.22907152577885, -123.08351870477645",bikeways
"49.229077264536386, -123.08225232871172",bikeways
"49.22907937602987, -123.08413672681831",bikeways
"49.22908200185631, -123.08259813200397",bikeways
"49.22908236837712, -123.04545400950136",bikeways
"49.22908559113765, -123.12201389722318",bikeways
"49.22908775563093, -123.08479506781177",bikeways
"49.22908977006561, -123.19279996292744",bikeways
"49.22909646208778, -123.08548532983318",bikeways
"49.22910543560918, -123.08617550396724",bikeways
"49.229111, -123.117654","cultural, cultural, cultural, cultural, cultural"
"49.22911152014033, -123.08665229722354",bikeways
"49.22911566933294, -123.12287606158304",bikeways
"49.22911575752428, -123.08699770200548",bikeways
"49.22912279429978, -123.08755655725477",bikeways
"49.22912844304098, -123.09022642336092",parking
"49.229129863305225, -123.05009254855082",bikeways
"49.229131443768, -123.08824671511181",bikeways
"49.22913927829063, -123.08893718143088",bikeways
"49.229143447210795, -123.0516285762883",bikeways
"49.22914577860714, -123.12373847202214",bikeways
"49.229147017616086, -123.08962769242264",bikeways
"49.22915845812448, -123.09031769132278",bikeways
"49.22917512337581, -123.12457990491103",bikeways
"49.22917644781463, -123.05904035636877",bikeways
"49.22918794934981, -123.09098564504724",bikeways
"49.229210624431424, -123.12559883555748",bikeways
"49.22921500470575, -123.09264323695402",bikeways
"49.22922921467677, -123.02375448535402",bikeways
"49.22923037301792, -123.02402359526647",bikeways
"49.22923190771333, -123.02420018994479",bikeways
"49.22923369706983, -123.02465947607263",bikeways
"49.22923536647826, -123.02537099199245",bikeways
"49.22923950068777, -123.0265359187227",bikeways
"49.22924058788006, -123.12645831582151",bikeways
"49.2292429689631, -123.02758337305782",bikeways
"49.229246702996114, -123.02835875871911",bikeways
"49.229246850551604, -123.09459649613017",bikeways
"49.22925086897169, -123.09101704566496","parking, parking"
"49.22925142200456, -123.02939251789539",bikeways
"49.229252704475094, -123.03020922202865",bikeways
"49.22925532853021, -123.03091023155828",bikeways
"49.22925826191351, -123.03170016163459",bikeways
"49.22926331280394, -123.03317311245465",bikeways
"49.22926434878644, -123.1271399842994",bikeways
"49.229266831814925, -123.03437408135446",bikeways
"49.22927098839383, -123.03553128106554",bikeways
"49.229274515858066, -123.09629457157615",bikeways
"49.229274954898074, -123.0368115563201",bikeways
"49.22927633217722, -123.03726589098801",bikeways
"49.22927917946339, -123.03780836341475",bikeways
"49.22928262931538, -123.12766465800682",bikeways
"49.22928280395247, -123.03840362319363",bikeways
"49.22928661639814, -123.03945492607312",bikeways
"49.22928927505412, -123.04159934436379",bikeways
"49.22928952041006, -123.04054313434526",bikeways
"49.22929249776065, -123.0427595891916",bikeways
"49.229295747833504, -123.1280402933041",bikeways
"49.229303137443054, -123.09793189788223",bikeways
"49.2293033996168, -123.04428164700875",bikeways
"49.229309346346646, -123.12843062111034",bikeways
"49.229323159390646, -123.12882805212229",bikeways
"49.22932374028815, -123.09897287437173",bikeways
"49.22932575294064, -123.04712988820262",bikeways
"49.229331, -123.18998",parks
"49.22933815278158, -123.17656930920691",bikeways
"49.22934122212452, -123.09986734465764",bikeways
"49.229347755848444, -123.04944897883271",bikeways
"49.229355016977955, -123.10058292602896",bikeways
"49.22935743814602, -123.05031814997028",bikeways
"49.22936596332633, -123.05108521078638",bikeways
"49.229367144651484, -123.1012061386627",bikeways
"49.22937890209071, -123.0532801578448",bikeways
"49.22937987221121, -123.10186603151743",bikeways
"49.229381861012556, -123.13051383941846",bikeways
"49.229387406017366, -123.05539911938138",bikeways
"49.22938947571705, -123.05595417228523",bikeways
"49.22939377254868, -123.17586644188172",bikeways
"49.22939382222236, -123.05668282050308",bikeways
"49.22939980974344, -123.05761926416477",bikeways
"49.229400907016036, -123.10294639710646",bikeways
"49.22940557376588, -123.05848231774391",bikeways
"49.22940869906749, -123.15151486",schools
"49.2294352552557, -123.10474949463466",bikeways
"49.2294599207075, -123.10596351452963",bikeways
"49.22947095230497, -123.1063041224526",bikeways
"49.22948560989843, -123.13349418474948",bikeways
